city_name,restaurant_name,request_time_local,final_delivery_time_local,order_status,dish_name,item_quantity,customizations,customization_cost_local,special_instructions,item_price,order_price,currency,restaurant_tokens,dish_name_clean,customization_clean,dish_name_to_be_processed,dish_description,sugar_level,sodium_level
Portland,The Yodha Indian (3625 NE Martin Luther King Jr Blvd),2023-11-05T21:44:33.000Z,2023-11-05T22:29:27.000Z,completed,Black Lentil Magic Loop Rice Bowl,1.0,Medium,,,14.52,26.22,USD,"{'indian', 'luther', 'the', 'blvd', 'yodha', 'martin', 'king'}",black lentil magic loop rice bowl,,black lentil magic loop rice bowl,,,
Portland,Panera (12190 SE 82nd Ave ),2023-11-05T12:27:14.000Z,2023-11-05T13:02:01.000Z,completed,Passion Papaya Iced Green Tea,1.0,Regular,,,4.49,38.35,USD,"{'panera', 'ave'}",passion papaya iced green tea,,passion papaya iced green tea,,,
Portland,Panera (12190 SE 82nd Ave ),2023-11-05T12:27:14.000Z,2023-11-05T13:02:01.000Z,completed,Soup/Mac and Soup/Mac,1.0,Broccoli Cheddar Soup (Bread Bowl) (910 Cal.),9.79,,0.0,38.35,USD,"{'panera', 'ave'}",soup mac and soup mac,broccoli cheddar soup,soup mac and soup mac broccoli cheddar soup,,,
Portland,Panera (12190 SE 82nd Ave ),2023-11-05T12:27:14.000Z,2023-11-05T13:02:01.000Z,completed,Mango Yuzu Citrus Charged Lemonade,1.0,Regular,,,5.99,38.35,USD,"{'panera', 'ave'}",mango yuzu citrus charged lemonade,,mango yuzu citrus charged lemonade,,,
Portland,Taco Bell (3908 SE 82nd Ave),2023-11-05T00:42:27.000Z,2023-11-05T01:31:06.000Z,completed,Spicy Potato Soft Taco,1.0,"Seasoned Rice, Creamy Jalapeño Sauce",0.37,,1.57,26.36,USD,"{'bell', 'taco', 'ave'}",spicy potato soft,seasoned rice creamy jalapeno sauce,spicy potato soft seasoned rice creamy jalapeno sauce,,,
Portland,Taco Bell (3908 SE 82nd Ave),2023-11-05T00:42:27.000Z,2023-11-05T01:31:06.000Z,completed,Steak and Bacon Grilled Cheese Burrito,1.0,"Seasoned Rice, Jalapeño Peppers, Green Sauce, Red Sauce, Creamy Jalapeño Sauce",,,7.67,26.36,USD,"{'bell', 'taco', 'ave'}",steak and bacon grilled cheese burrito,seasoned rice jalapeno peppers green sauce red sauce creamy jalapeno sauce,steak and bacon grilled cheese burrito seasoned rice jalapeno peppers green sauce red sauce creamy jalapeno sauce,,,
Portland,Starbucks (10215 Se Stark St),2023-10-29T00:34:28.000Z,2023-10-29T01:10:13.000Z,completed,"Double-Smoked Bacon, Cheddar & Egg Sandwich",1.0,Sriracha,0.0,,6.95,37.6,USD,"{'starbucks', 'stark'}",smoked bacon cheddar and egg sandwich,sriracha,smoked bacon cheddar and egg sandwich sriracha,,,
Portland,Starbucks (10215 Se Stark St),2023-10-29T00:34:28.000Z,2023-10-29T01:10:13.000Z,completed,"Bacon, Gouda & Egg Sandwich",1.0,Sriracha,0.0,,5.95,37.6,USD,"{'starbucks', 'stark'}",bacon gouda and egg sandwich,sriracha,bacon gouda and egg sandwich sriracha,,,
Portland,Taco Time (12122 SE Division St),2023-10-27T18:49:35.000Z,2023-10-27T19:20:30.000Z,completed,Crisp Chicken Burrito,1.0,Coca-Cola®,0.0,,6.19,25.36,USD,"{'time', 'taco', 'division'}",crisp chicken burrito,coca cola,crisp chicken burrito coca cola,,,
Portland,Shake Shack (West End Portland),2023-10-24T20:13:31.000Z,2023-10-24T20:51:19.000Z,completed,Hot Chicken,2.0,,,,10.29,32.6,USD,"{'west', 'end', 'shake', 'portland', 'shack'}",hot chicken,,hot chicken,,,
Portland,Shake Shack (West End Portland),2023-10-24T20:13:31.000Z,2023-10-24T20:51:19.000Z,completed,Kiwi Apple Limeade,1.0,Large,1.5,,3.69,32.6,USD,"{'west', 'end', 'shake', 'portland', 'shack'}",kiwi apple limeade,,kiwi apple limeade,,,
Portland,Next Level Burger (SE Hawthorne),2023-10-19T21:22:52.000Z,2023-10-19T22:12:49.000Z,completed,Side Next Level Ghost Sauce 🔥*,4.0,,,,0.85,0.0,USD,"{'burger', 'next', 'hawthorne', 'level'}",ghost sauce,,ghost sauce,,,
Portland,McDonald's® (Portland/82Nd),2023-10-04T01:45:49.000Z,2023-10-04T02:30:45.000Z,completed,6 pc. Spicy Chicken McNuggets®,1.0,Big Mac Sauce Cup,0.0,,3.89,16.58,USD,"{'portland', 'mcdonald'}",spicy chicken mcnuggets,big mac sauce cup,spicy chicken mcnuggets big mac sauce cup,,,
Portland,KFC (8131 SE Powell Blvd),2023-09-28T19:51:24.000Z,2023-09-28T20:22:00.000Z,completed,8 pc. Hot & Spicy Wings Combo,1.0,"Secret Recipe Fries, Pepsi, Buffalo Ranch, Add Plates",0.0,,9.59,13.57,USD,"{'powell', 'kfc', 'blvd'}",hot and spicy wings,secret recipe fries pepsi buffalo ranch,hot and spicy wings secret recipe fries pepsi buffalo ranch,,,
Portland,Starbucks (FuBonn Shopping Center- Portland),2023-09-28T12:43:25.000Z,2023-09-28T13:03:53.000Z,completed,Double Chocolate Brownie,1.0,Warmed,,,4.15,40.75,USD,"{'center', 'starbucks', 'fubonn', 'portland', 'shopping'}",chocolate brownie,warmed,chocolate brownie warmed,,,
Portland,Starbucks (FuBonn Shopping Center- Portland),2023-09-28T12:43:25.000Z,2023-09-28T13:03:53.000Z,completed,Double Chocolaty Chip Crème Frappuccino® Blended Beverage,1.0,"Whole Milk, Sugar, Whipped Cream, Included Frappuccino® Chips, Included Mocha Sauce, Mocha Drizzle, Grande Double Chocolaty Chip Crème Frappuccino® Blended Beverage",,,5.95,40.75,USD,"{'center', 'starbucks', 'fubonn', 'portland', 'shopping'}",chocolaty chip creme frappuccino blended beverage,whole milk sugar whipped cream included frappuccino chips included mocha sauce mocha drizzle grande chocolaty chip creme frappuccino blended beverage,chocolaty chip creme frappuccino blended beverage whole milk sugar whipped cream included frappuccino chips included mocha sauce mocha drizzle grande chocolaty chip creme frappuccino blended beverage,,,
Portland,Philly Cheese Empire,2023-09-27T00:13:52.000Z,2023-09-27T00:46:56.000Z,completed,Philly cheesesteak  with a choice of side (Combo ),1.0,Fry sauce,1.0,,13.99,0.0,USD,"{'empire', 'philly', 'cheese'}",cheesesteak with choice of,fry sauce,cheesesteak with choice of fry sauce,,,
Portland,Philly Cheese Empire,2023-09-24T12:43:43.000Z,2023-09-24T13:21:21.000Z,completed,Garden burger with choice of side ( Vegan ) (Combo ),1.0,Garlic Parmesan Fries,2.5,,10.99,19.61,USD,"{'empire', 'philly', 'cheese'}",garden burger with choice of,garlic parmesan fries,garden burger with choice of garlic parmesan fries,,,
Portland,McDonald's® (9100 SE POWELL BLVD),2023-09-22T01:25:50.000Z,2023-09-22T01:52:49.000Z,completed,10 pc. Spicy Chicken McNuggets®,1.0,Spicy Buffalo,,,4.79,31.41,USD,"{'powell', 'blvd', 'mcdonald'}",spicy chicken mcnuggets,spicy buffalo,spicy chicken mcnuggets spicy buffalo,,,
Portland,Black Bear Diner (3737 SE 82nd Avenue),2023-09-20T11:32:47.000Z,2023-09-20T12:08:08.000Z,completed,Shasta Scramble,1.0,"No Spinach, Sourdough, No Avocado, None, Country Potatoes, Biscuit",0.0,,14.99,33.96,USD,"{'diner', 'bear', 'black', 'avenue'}",shasta scramble,sourdough none country potatoes biscuit,shasta scramble sourdough none country potatoes biscuit,,,
Portland,Starbucks (10215 Se Stark St),2023-09-17T00:07:24.000Z,2023-09-17T00:39:25.000Z,completed,White Chocolate Mocha,1.0,Mocha Drizzle,0.75,,6.15,26.32,USD,"{'starbucks', 'stark'}",white chocolate mocha,mocha drizzle,white chocolate mocha mocha drizzle,,,
Portland,McDonald's® (Portland/82Nd),2023-09-15T22:27:09.000Z,2023-09-15T22:47:11.000Z,completed,Spicy McCrispy Meal,1.0,Spicy McCrispy Large Meal,1.1,,9.69,30.12,USD,"{'portland', 'mcdonald'}",spicy mccrispy,spicy mccrispy,spicy mccrispy spicy mccrispy,,,
Portland,Flavours Of India,2023-09-09T14:59:45.000Z,2023-09-09T15:56:26.000Z,completed,Roasted Papad (2-piece),2.0,,,,2.99,77.72,USD,"{'india', 'flavours'}",roasted papad,,roasted papad,,,
Portland,Flavours Of India,2023-09-03T12:41:14.000Z,2023-09-03T13:38:20.000Z,completed,Paneer Kathi Roll,1.0,,,,14.99,41.53,USD,"{'india', 'flavours'}",paneer kathi roll,,paneer kathi roll,,,
Portland,Siri Indian Cuisine,2023-08-23T16:00:26.000Z,2023-08-23T18:16:03.000Z,completed,Tamarind Rice,1.0,,,,11.0,68.27,USD,"{'cuisine', 'indian', 'siri'}",tamarind rice,,tamarind rice,,,
Portland,Jack in the Box (4242 Se 82Nd Ave),2023-08-17T00:47:38.000Z,2023-08-17T01:07:31.000Z,completed,Jumbo Egg Rolls (3),1.0,"Add Spicy Good Good Sauce , Add Creamy Avocado Lime",0.0,,7.24,24.69,USD,"{'box', 'the', 'ave', 'jack'}",egg rolls,good sauce avocado lime,egg rolls good sauce avocado lime,,,
Portland,Jack in the Box (4242 Se 82Nd Ave),2023-08-17T00:47:38.000Z,2023-08-17T01:07:31.000Z,completed,Spicy Crispy Jack Wrap,1.0,Extra Shredded Cheese,0.75,,4.11,24.69,USD,"{'box', 'the', 'ave', 'jack'}",spicy crispy wrap,cheese,spicy crispy wrap cheese,,,
Portland,Jack in the Box (4242 Se 82Nd Ave),2023-08-17T00:47:38.000Z,2023-08-17T01:07:31.000Z,completed,Large FUZE® Iced Tea,1.0,Raspberry Peach,0.0,,3.74,24.69,USD,"{'box', 'the', 'ave', 'jack'}",fuze iced tea,raspberry peach,fuze iced tea raspberry peach,,,
Portland,Taco Bell (3908 SE 82nd Ave),2023-08-09T01:44:12.000Z,2023-08-09T02:14:35.000Z,completed,Shredded Beef Grilled Cheese Dipping Taco,1.0,Potatoes,0.61,,4.75,21.29,USD,"{'bell', 'taco', 'ave'}",shredded beef grilled cheese dipping,potatoes,shredded beef grilled cheese dipping potatoes,,,
Portland,Farina Bakery,2023-08-08T16:41:56.000Z,2023-08-08T17:16:40.000Z,completed,LIMITED TIME Passionfruit Macaron,1.0,,,,3.5,35.18,USD,"{'farina', 'bakery'}",limited time passionfruit macaron,,limited time passionfruit macaron,,,
Portland,Farina Bakery,2023-08-08T16:41:56.000Z,2023-08-08T17:16:40.000Z,completed,Chocolate Raspberry Cupcake,1.0,,,,5.99,35.18,USD,"{'farina', 'bakery'}",chocolate raspberry cupcake,,chocolate raspberry cupcake,,,
Portland,Farina Bakery,2023-08-08T16:41:56.000Z,2023-08-08T17:16:40.000Z,completed,LIMITED TIME Cream Cheese Macaron,1.0,,,,3.5,35.18,USD,"{'farina', 'bakery'}",limited time cream cheese macaron,,limited time cream cheese macaron,,,
Portland,Farina Bakery,2023-08-08T16:41:56.000Z,2023-08-08T17:16:40.000Z,completed,SUMMER Seasonal Flavor: Strawberry Cheesecake Macaron,1.0,,,,3.5,35.18,USD,"{'farina', 'bakery'}",summer seasonal flavor strawberry cheesecake macaron,,summer seasonal flavor strawberry cheesecake macaron,,,
Portland,Farina Bakery,2023-08-08T16:41:56.000Z,2023-08-08T17:16:40.000Z,completed,Vanilla Almond Raspberry Cake Slice,1.0,,,,9.99,35.18,USD,"{'farina', 'bakery'}",vanilla almond raspberry cake slice,,vanilla almond raspberry cake slice,,,
Portland,Flavours Of India,2023-08-07T20:37:08.000Z,2023-08-07T21:18:59.000Z,completed,Mint Chutney (small side order),1.0,,,,0.99,72.39,USD,"{'india', 'flavours'}",mint chutney,,mint chutney,,,
Portland,Flavours Of India,2023-08-07T20:37:08.000Z,2023-08-07T21:18:59.000Z,completed,Tamarind Chutney (small side order),1.0,,,,0.99,72.39,USD,"{'india', 'flavours'}",tamarind chutney,,tamarind chutney,,,
Portland,McDonald's® (Portland/82Nd),2023-08-07T03:35:17.000Z,2023-08-07T03:50:42.000Z,canceled,Hot and Spicy McChicken,1.0,"Shredded Lettuce, Regular Bun, Mayonnaise, Ketchup",0.0,,3.69,0.0,USD,"{'portland', 'mcdonald'}",hot and spicy mcchicken,shredded lettuce bun mayonnaise ketchup,hot and spicy mcchicken shredded lettuce bun mayonnaise ketchup,,,
Portland,McDonald's® (Portland/82Nd),2023-08-07T03:35:17.000Z,2023-08-07T03:50:42.000Z,canceled,Quarter Pounder with Cheese,1.0,"Substitute Mac Sauce, Mustard, Well Done, Salt, Slivered Onions, 1/4 Lb Beef, Ketchup, Sesame Seed Bun, Pickle",0.0,,5.59,0.0,USD,"{'portland', 'mcdonald'}",quarter pounder with cheese,substitute mac sauce mustard well done salt slivered onions beef ketchup sesame seed bun pickle,quarter pounder with cheese substitute mac sauce mustard well done salt slivered onions beef ketchup sesame seed bun pickle,,,
Portland,Tambayan,2023-08-06T15:44:45.000Z,2023-08-06T16:20:39.000Z,completed,Pancit Bihon,1.0,,,,15.0,42.68,USD,{'tambayan'},pancit bihon,,pancit bihon,,,
Portland,Tita’s Kitchen - Peruvian Food,2023-08-06T15:30:09.000Z,2023-08-06T15:33:04.000Z,canceled,Rocoto Hot Sauce,1.0,,,,1.0,0.0,USD,"{'kitchen', 'peruvian', 'food', 'tita'}",rocoto hot sauce,,rocoto hot sauce,,,
Portland,Burgerville #41 - 92nd + Powell,2023-08-04T18:43:14.000Z,2023-08-04T19:08:09.000Z,completed,Wild Alaskan Halibut Pieces,1.0,"Garlic Aioli, 3 Pieces, Chipotle Mayo",0.0,,13.51,40.87,USD,"{'burgerville', 'powell'}",wild alaskan halibut pieces,garlic aioli pieces chipotle mayo,wild alaskan halibut pieces garlic aioli pieces chipotle mayo,,,
Portland,Starbucks (FuBonn Shopping Center- Portland),2023-07-27T11:36:27.000Z,2023-07-27T11:54:49.000Z,completed,Mocha Frappuccino® Blended Beverage,1.0,Grande Mocha Frappuccino® Blended Beverage,0.7,,5.75,55.0,USD,"{'center', 'starbucks', 'fubonn', 'portland', 'shopping'}",mocha frappuccino blended beverage,grande mocha frappuccino blended beverage,mocha frappuccino blended beverage grande mocha frappuccino blended beverage,,,
Portland,Burgerville #41 - 92nd + Powell,2023-07-26T19:00:06.000Z,2023-07-26T19:23:36.000Z,completed,The No. 6 Burger,1.0,"Add Toppings, Customize It, Add Cheese, Ketchup, Add Burgerville Spread, Add Chipotle Mayo, Add Grilled Red Onion, Add Pickles, Add Sauce",0.0,,8.99,43.4,USD,"{'burgerville', 'powell'}",the no burger,customize it ketchup spread mayo red onion,the no burger customize it ketchup spread mayo red onion,,,
Portland,Burgerville #41 - 92nd + Powell,2023-07-26T19:00:06.000Z,2023-07-26T19:23:36.000Z,completed,Walla Walla Onion Rings,1.0,Sweet & Spicy,0.0,,6.49,43.4,USD,"{'burgerville', 'powell'}",walla onion rings,sweet and spicy,walla onion rings sweet and spicy,,,
Portland,Fat Cupcake,2023-07-25T11:35:48.000Z,2023-07-25T11:57:27.000Z,completed,Pretty In Pink,2.0,Little,2.75,,0.0,21.32,USD,"{'cupcake', 'fat'}",pretty pink,little,pretty pink little,,,
Portland,Monster Tea House,2023-07-23T20:05:50.000Z,2023-07-23T20:24:08.000Z,completed,Mango Fresh Tea,2.0,Sea Cream,1.0,,5.5,20.82,USD,"{'tea', 'monster', 'house'}",mango fresh,sea cream,mango fresh sea cream,,,
Portland,Burgerville #42 - Cleveland HS/25th & Powell,2023-07-22T14:46:01.000Z,2023-07-22T15:36:49.000Z,completed,Classic Fries - Large,2.0,"Garlic Aioli, Chipotle Mayo",0.3,,4.29,36.96,USD,"{'burgerville', 'powell', 'cleveland'}",classic fries,garlic aioli chipotle mayo,classic fries garlic aioli chipotle mayo,,,
Portland,Burgerville #42 - Cleveland HS/25th & Powell,2023-07-22T14:46:01.000Z,2023-07-22T15:36:49.000Z,completed,Hazelnut Chocolate Shake,2.0,Ice Cream Milkshake,0.0,,0.0,36.96,USD,"{'burgerville', 'powell', 'cleveland'}",hazelnut chocolate shake,ice cream milkshake,hazelnut chocolate shake ice cream milkshake,,,
Portland,Taco Bell (3908 SE 82nd Ave),2023-07-21T23:24:20.000Z,2023-07-21T23:41:07.000Z,completed,Creamy Chipotle Crispy Chicken Taco,2.0,Seasoned Rice,0.37,,4.01,26.96,USD,"{'bell', 'taco', 'ave'}",creamy chipotle crispy chicken,seasoned rice,creamy chipotle crispy chicken seasoned rice,,,
Portland,Taco Bell (3908 SE 82nd Ave),2023-07-21T23:24:20.000Z,2023-07-21T23:41:07.000Z,completed,Brisk® Dragon Paradise™ Sparkling Iced Tea,1.0,Medium Brisk® Dragon Paradise™ Sparkling Iced Tea,0.12,,3.04,26.96,USD,"{'bell', 'taco', 'ave'}",brisk dragon paradise sparkling iced tea,brisk dragon paradise sparkling iced tea,brisk dragon paradise sparkling iced tea brisk dragon paradise sparkling iced tea,,,
Portland,Namaste Indian Cuisine (Weidler),2023-07-18T14:01:01.000Z,2023-07-18T14:46:42.000Z,completed,Dal Curry,1.0,,,,15.0,79.65,USD,"{'cuisine', 'weidler', 'namaste', 'indian'}",dal curry,,dal curry,,,
Portland,Sushi Yummy and Chinese Restaurant,2023-07-12T12:35:14.000Z,2023-07-12T13:02:36.000Z,completed,Spring Rolls (4pc),1.0,,,,6.5,0.0,USD,"{'sushi', 'chinese', 'yummy', 'and', 'restaurant'}",spring rolls,,spring rolls,,,
Portland,Sushi Yummy and Chinese Restaurant,2023-07-12T12:35:14.000Z,2023-07-12T13:02:36.000Z,completed,🌶️ Szechuan Style Spicy and Crispy Prawn,1.0,,,,16.95,0.0,USD,"{'sushi', 'chinese', 'yummy', 'and', 'restaurant'}",szechuan style spicy crispy prawn,,szechuan style spicy crispy prawn,,,
Portland,Burgerville #41 - 92nd + Powell,2023-07-11T13:39:36.000Z,2023-07-11T14:00:45.000Z,completed,Portland Cold Brew Shake,1.0,Shot of Holy Kakow Chocolate,0.5,,0.0,57.73,USD,"{'burgerville', 'powell'}",portland cold brew shake,shot of holy kakow chocolate,portland cold brew shake shot of holy kakow chocolate,,,
Portland,Black Bear Diner (3737 SE 82nd Avenue),2023-07-03T13:14:32.000Z,2023-07-03T13:51:59.000Z,completed,Stuffed Blackberry French Toast,1.0,,0.0,,14.59,55.77,USD,"{'diner', 'bear', 'black', 'avenue'}",stuffed blackberry french toast,,stuffed blackberry french toast,,,
Portland,Subway (4328 SE 82nd Ave),2023-07-03T03:02:56.000Z,2023-07-03T03:24:43.000Z,completed,"Bacon, Egg & Cheese",1.0,"Artisan Flatbread, Creamy Sriracha, 2X Pepper Jack, Italian Herbs & Cheese, 6'', Baja Chipotle , 2X American Cheese",0.0,,6.89,25.1,USD,"{'ave', 'subway'}",bacon egg and cheese,artisan flatbread creamy sriracha pepper jack italian herbs and cheese baja chipotle american cheese,bacon egg and cheese artisan flatbread creamy sriracha pepper jack italian herbs and cheese baja chipotle american cheese,,,
Portland,Popeyes (8111 SE Foster Rd),2023-07-01T23:50:40.000Z,2023-07-02T00:12:40.000Z,completed,Strawberry Biscuit,1.0,,,,2.39,24.64,USD,"{'foster', 'popeyes'}",strawberry biscuit,,strawberry biscuit,,,
Portland,Popeyes (8111 SE Foster Rd),2023-07-01T23:50:40.000Z,2023-07-02T00:12:40.000Z,completed,NEW 6PC Ghost Pepper Wings Combo,1.0,"6 Ghost Pepper Wings, Small Fanta® Orange, Regular Cajun Fries, Small Coca-Cola®, Blackened Ranch, 1 Biscuit, NEW 6PC Ghost Pepper Wings Combo",0.0,,10.99,24.64,USD,"{'foster', 'popeyes'}",new ghost pepper wings,ghost pepper wings fanta orange cajun fries coca cola blackened ranch biscuit new ghost pepper wings,new ghost pepper wings ghost pepper wings fanta orange cajun fries coca cola blackened ranch biscuit new ghost pepper wings,,,
Portland,Piece of Cake,2023-06-30T19:01:56.000Z,2023-06-30T19:37:38.000Z,completed,Fantasy Cake Cake Slice,1.0,,,,13.95,17.4,USD,"{'piece', 'cake'}",fantasy slice,,fantasy slice,,,
Portland,Philly Cheese House,2023-06-28T23:49:51.000Z,2023-06-29T00:15:04.000Z,completed,Seattle Hot Dog,1.0,,,,11.0,31.43,USD,"{'philly', 'cheese', 'house'}",seattle hot dog,,seattle hot dog,,,
Portland,Philly Cheese House,2023-06-28T23:49:51.000Z,2023-06-29T00:15:04.000Z,completed,Philly Cheese Steak,1.0,"Smoked Cheese, French Fries",0.0,,15.0,31.43,USD,"{'philly', 'cheese', 'house'}",steak,smoked french fries,steak smoked french fries,,,
Portland,Philly Cheese House,2023-06-28T23:49:51.000Z,2023-06-29T00:15:04.000Z,completed,Fry Sauce,1.0,,,,0.5,31.43,USD,"{'philly', 'cheese', 'house'}",fry sauce,,fry sauce,,,
Portland,Tikkalicious (1135 SE Grand Ave),2023-06-26T20:46:40.000Z,2023-06-26T21:31:11.000Z,completed,Old Fashioned Tandoori Chicken,1.0,"Mint Chutney, Tamarind Chutney",0.75,,19.99,65.94,USD,"{'ave', 'tikkalicious', 'grand'}",old fashioned tandoori chicken,mint chutney tamarind chutney,old fashioned tandoori chicken mint chutney tamarind chutney,,,
Portland,Jack in the Box (4242 Se 82Nd Ave),2023-06-25T23:49:21.000Z,2023-06-26T00:08:20.000Z,completed,Large Bacon Ultimate Cheeseburger™  Combo,1.0,"Extra Swiss Cheese, Extra American Cheese",0.75,,16.23,29.57,USD,"{'box', 'the', 'ave', 'jack'}",bacon ultimate cheeseburger,cheese,bacon ultimate cheeseburger cheese,,,
Portland,Jack in the Box (4242 Se 82Nd Ave),2023-06-25T23:49:21.000Z,2023-06-26T00:08:20.000Z,completed,Loaded Tiny Tacos,1.0,"Extra Taco Sauce, No Shredded Lettuce, Add Utensils",0.0,,6.25,29.57,USD,"{'box', 'the', 'ave', 'jack'}",loaded tiny tacos,sauce lettuce,loaded tiny tacos sauce lettuce,,,
Portland,Jack in the Box (4242 Se 82Nd Ave),2023-06-25T01:20:19.000Z,2023-06-25T01:46:21.000Z,completed,Tiny Tacos,1.0,Add Creamy Avocado Lime,0.0,,5.0,21.75,USD,"{'box', 'the', 'ave', 'jack'}",tiny tacos,avocado lime,tiny tacos avocado lime,,,
Portland,Voodoo Doughnut (Davis - Portland),2023-06-22T16:18:43.000Z,2023-06-22T17:02:51.000Z,completed,Old Dirty Bastard,1.0,,,,4.5,19.56,USD,"{'doughnut', 'davis', 'voodoo', 'portland'}",old dirty bastard,,old dirty bastard,,,
Portland,Voodoo Doughnut (Davis - Portland),2023-06-22T16:18:43.000Z,2023-06-22T17:02:51.000Z,completed,Raspberry Romeo,1.0,,,,3.25,19.56,USD,"{'doughnut', 'davis', 'voodoo', 'portland'}",raspberry romeo,,raspberry romeo,,,
Portland,Dwaraka Indian Cuisine,2023-06-21T19:31:02.000Z,2023-06-21T20:11:10.000Z,completed,Chicken Karai A La Carte,1.0,Plain Naan,0.0,,16.0,84.87,USD,"{'cuisine', 'indian', 'dwaraka'}",chicken karai la carte,plain naan,chicken karai la carte plain naan,,,
Portland,Dwaraka Indian Cuisine,2023-06-21T19:31:02.000Z,2023-06-21T20:11:10.000Z,completed,Side Dhal Curry,1.0,,,,4.0,84.87,USD,"{'cuisine', 'indian', 'dwaraka'}",dhal curry,,dhal curry,,,
Portland,Fifty Licks (2021 SE Clinton St),2023-06-18T20:31:51.000Z,2023-06-18T21:08:50.000Z,completed,STAFF TIPS,1.0,,,,1.0,27.74,USD,"{'licks', 'clinton', 'fifty'}",staff tips,,staff tips,,,
Washington D.C.,Wawa 8644 (9471 Liberia Ave.),2023-06-09T12:25:08.000Z,2023-06-09T13:09:37.000Z,completed,"Rechargers - The Galaxy (Blue Raspberry, Dragon Lemonade)",1.0,Extra Mango Bubbles,1.0,,4.69,32.53,USD,"{'liberia', 'wawa', 'ave'}",rechargers the galaxy,bubbles,rechargers the galaxy bubbles,,,
Washington D.C.,Thai Tyme Restaurant,2023-06-08T13:52:12.000Z,2023-06-08T14:21:08.000Z,completed,Fried Rice Yellow Curry,1.0,Chicken,0.0,extra shrimp,11.95,30.59,USD,"{'thai', 'tyme', 'restaurant'}",fried rice yellow curry,chicken,fried rice yellow curry chicken,,,
Washington D.C.,Panera (9508 Liberia Avenue ),2023-06-07T12:22:40.000Z,2023-06-07T13:00:11.000Z,completed,Classic Grilled Cheese Sandwich,1.0,Chips (150 Cal.),0.0,,6.79,48.33,USD,"{'panera', 'liberia', 'avenue'}",classic grilled cheese sandwich,chips,classic grilled cheese sandwich chips,,,
Washington D.C.,Chick-fil-A  (9506 Liberia Ave),2023-06-01T14:06:11.000Z,2023-06-01T14:41:40.000Z,completed,Chick-fil-A® Spicy Chicken Sandwich Meal,1.0,Large Chick-fil-A Waffle Potato Fries®,0.49,,12.35,21.01,USD,"{'fil', 'liberia', 'chick', 'ave'}",spicy chicken sandwich,waffle potato fries,spicy chicken sandwich waffle potato fries,,,
Washington D.C.,Chick-fil-A  (9506 Liberia Ave),2023-06-01T14:06:11.000Z,2023-06-01T14:41:40.000Z,completed,Chick-fil-A® Nuggets,1.0,5 ct Chick-fil-A® Nuggets,-2.56,,6.75,21.01,USD,"{'fil', 'liberia', 'chick', 'ave'}",nuggets,nuggets,nuggets nuggets,,,
Washington D.C.,Pizza Boli's (8800 Commerce Ct),2023-05-12T00:41:12.000Z,2023-05-12T01:16:35.000Z,completed,The Meal Buster,1.0,12' Meduim,4.0,,14.99,22.93,USD,"{'boli', 'commerce', 'pizza'}",the buster,meduim,the buster meduim,,,
Washington D.C.,Grounds Central Station,2023-04-11T10:12:28.000Z,2023-04-11T10:18:17.000Z,canceled,Apple Danish,2.0,,,,3.75,0.0,USD,"{'central', 'grounds', 'station'}",apple danish,,apple danish,,,
Washington D.C.,California Tortilla (11694 Sudley Manor Dr),2023-03-23T14:10:03.000Z,2023-03-23T15:40:23.000Z,completed,California Sunset Bowl,1.0,"No Mesquite Chicken (Sub with another Meat or Veggie), No Fresh Deal, Sub Blackened Chicken",0.0,,11.99,24.55,USD,"{'california', 'tortilla', 'manor', 'sudley'}",sunset bowl,chicken,sunset bowl chicken,,,
Washington D.C.,Rangoli,2023-03-03T13:16:56.000Z,2023-03-03T14:22:23.000Z,completed,Tandori Chicken,1.0,,,,14.99,26.46,USD,{'rangoli'},tandori chicken,,tandori chicken,,,
Washington D.C.,Panera (9508 Liberia Avenue ),2023-03-02T16:45:54.000Z,2023-03-02T17:22:23.000Z,completed,Chocolate Chip Bagel,1.0,Unsliced,0.0,,1.99,29.25,USD,"{'panera', 'liberia', 'avenue'}",chocolate chip bagel,unsliced,chocolate chip bagel unsliced,,,
Washington D.C.,Panera (9508 Liberia Avenue ),2023-03-02T16:45:54.000Z,2023-03-02T17:22:23.000Z,completed,Broccoli Cheddar Soup,1.0,French Baguette (180 Cal.),0.0,,7.09,29.25,USD,"{'panera', 'liberia', 'avenue'}",broccoli cheddar soup,french baguette,broccoli cheddar soup french baguette,,,
Washington D.C.,Chick-fil-A  (9506 Liberia Ave),2023-03-01T14:31:54.000Z,2023-03-01T14:57:46.000Z,completed,Chick-fil-A Chick-n-Strips®,1.0,4 ct Chick-fil-A Chick-n-Strips®,1.9,,7.15,18.06,USD,"{'fil', 'liberia', 'chick', 'ave'}",strips,strips,strips strips,,,
Washington D.C.,Zam Zam Kabob House,2023-02-28T14:11:47.000Z,2023-02-28T15:28:19.000Z,completed,Chicken Biriyani Special,1.0,,,Spicy,12.99,27.36,USD,"{'zam', 'kabob', 'house'}",chicken biriyani,,chicken biriyani,,,
Washington D.C.,Grounds Central Station,2023-02-14T09:30:45.000Z,2023-02-14T10:02:53.000Z,completed,2 Hash Browns,1.0,Add Ketchup packets,0.0,,4.5,25.13,USD,"{'central', 'grounds', 'station'}",hash browns,packets,hash browns packets,,,
