city_name,restaurant_name,request_time_local,final_delivery_time_local,order_status,dish_name,item_quantity,customizations,customization_cost_local,special_instructions,item_price,order_price,currency,restaurant_tokens,dish_name_clean,customization_clean,dish_name_to_be_processed,dish_description,sugar_level,sodium_level,dish_description_clean
Portland,Philly Cheese Empire,2023-09-27T00:13:52.000Z,2023-09-27T00:46:56.000Z,completed,Philly cheesesteak  with a choice of side (Combo ),1.0,Fry sauce,1.0,,13.99,0.0,USD,"{'empire', 'cheese', 'philly'}",cheesesteak with choice of,fry sauce,cheesesteak with choice of fry sauce,"This Philly cheesesteak features tender, savory beef layered with melted cheese, delivering a rich umami flavor, while the aroma of toasted bread and sautéed onions enhances the experience; the sandwich is served on a crusty roll, offering a satisfying, chewy texture that pairs perfectly with a side of crispy fries and zesty fry sauce.",,,this cheesesteak features tender savory beef layered with melted delivering rich umami flavor while the aroma of toasted bread and sauteed onions enhances the experience the sandwich is served on crusty roll offering satisfying chewy texture that pairs perfectly with of crispy fries and zesty fry sauce
Portland,Philly Cheese Empire,2023-09-24T12:43:43.000Z,2023-09-24T13:21:21.000Z,completed,Garden burger with choice of side ( Vegan ) (Combo ),1.0,Garlic Parmesan Fries,2.5,,10.99,19.61,USD,"{'empire', 'cheese', 'philly'}",garden burger with choice of,garlic parmesan fries,garden burger with choice of garlic parmesan fries,"This garden burger features a savory blend of umami flavors, complemented by the earthy aroma of fresh herbs, all encased in a tender, slightly crispy patty. Served alongside garlic parmesan fries, the dish offers a delightful crunch, with a hint of garlic that enhances the overall experience.",,,this garden burger features savory blend of umami flavors complemented by the earthy aroma of fresh herbs all encased tender slightly crispy patty served alongside garlic parmesan fries the dish offers delightful crunch with hint of garlic that enhances the overall experience
Portland,McDonald's® (9100 SE POWELL BLVD),2023-09-22T01:25:50.000Z,2023-09-22T01:52:49.000Z,completed,10 pc. Spicy Chicken McNuggets®,1.0,Spicy Buffalo,,,4.79,31.41,USD,"{'mcdonald', 'blvd', 'powell'}",spicy chicken mcnuggets,spicy buffalo,spicy chicken mcnuggets spicy buffalo,"These spicy chicken nuggets deliver a savory heat that tantalizes the palate, complemented by a warm, peppery aroma that invites indulgence, while their crispy exterior gives way to a tender, juicy interior, creating a delightful contrast in texture that makes each bite satisfying.",,,these spicy chicken nuggets deliver savory heat that tantalizes the palate complemented by warm peppery aroma that invites indulgence while their crispy exterior gives way to tender juicy interior creating delightful contrast texture that makes each bite satisfying
Portland,Black Bear Diner (3737 SE 82nd Avenue),2023-09-20T11:32:47.000Z,2023-09-20T12:08:08.000Z,completed,Shasta Scramble,1.0,"No Spinach, Sourdough, No Avocado, None, Country Potatoes, Biscuit",0.0,,14.99,33.96,USD,"{'diner', 'avenue', 'black', 'bear'}",shasta scramble,sourdough none country potatoes biscuit,shasta scramble sourdough none country potatoes biscuit,"The Shasta Scramble features a savory blend of eggs and country potatoes, delivering a satisfying umami taste, while the aroma of toasted sourdough adds a warm, earthy note; the dish is topped with a crispy biscuit, providing a delightful crunch that complements the tender ingredients.",,,the shasta scramble features savory blend of eggs and country potatoes delivering satisfying umami taste while the aroma of toasted sourdough adds warm earthy note the dish is topped with crispy biscuit providing delightful crunch that complements the tender ingredients
Portland,Starbucks (10215 Se Stark St),2023-09-17T00:07:24.000Z,2023-09-17T00:39:25.000Z,completed,White Chocolate Mocha,1.0,Mocha Drizzle,0.75,,6.15,26.32,USD,"{'starbucks', 'stark'}",white chocolate mocha,mocha drizzle,white chocolate mocha mocha drizzle,"This White Chocolate Mocha features a sweet, creamy taste enhanced by a rich, nutty aroma, while its velvety texture invites you to savor each sip, complemented by a drizzle of mocha that adds a touch of bittersweet depth.",,,this white chocolate mocha features sweet creamy taste enhanced by rich nutty aroma while its velvety texture invites you to savor each sip complemented by drizzle of mocha that adds touch of bittersweet depth
Portland,McDonald's® (Portland/82Nd),2023-09-15T22:27:09.000Z,2023-09-15T22:47:11.000Z,completed,Spicy McCrispy Meal,1.0,Spicy McCrispy Large Meal,1.1,,9.69,30.12,USD,"{'portland', 'mcdonald'}",spicy mccrispy,spicy mccrispy,spicy mccrispy spicy mccrispy,"The Spicy McCrispy Meal features a succulent, crispy chicken patty that delivers a satisfying crunch, while its spicy seasoning offers a bold, savory heat; the aroma is enhanced by a hint of earthy herbs, creating a mouthwatering experience that is both flavorful and inviting.",,,the spicy mccrispy features succulent crispy chicken patty that delivers satisfying crunch while its spicy seasoning offers bold savory heat the aroma is enhanced by hint of earthy herbs creating mouthwatering experience that is both flavorful and inviting
Portland,Flavours Of India,2023-09-09T14:59:45.000Z,2023-09-09T15:56:26.000Z,completed,Roasted Papad (2-piece),2.0,,,,2.99,77.72,USD,"{'india', 'flavours'}",roasted papad,,roasted papad,"The roasted papad offers a delightful crunch with its crispy texture, while the warm, earthy aroma of lentils and spices fills the air, complemented by a subtly salty taste that enhances its savory profile, making it a perfect appetizer at Flavours Of India.",,,the roasted papad offers delightful crunch with its crispy texture while the warm earthy aroma of lentils and spices fills the air complemented by subtly salty taste that enhances its savory profile making it perfect at of
Portland,Flavours Of India,2023-09-03T12:41:14.000Z,2023-09-03T13:38:20.000Z,completed,Paneer Kathi Roll,1.0,,,,14.99,41.53,USD,"{'india', 'flavours'}",paneer kathi roll,,paneer kathi roll,"The Paneer Kathi Roll features tender, marinated paneer that delivers a savory umami taste, complemented by the earthy aroma of spices and herbs, all wrapped in a flaky, warm flatbread that adds a satisfying texture, making each bite a delightful experience.",,,the paneer kathi roll features tender marinated paneer that delivers savory umami taste complemented by the earthy aroma of spices and herbs all wrapped flaky warm flatbread that adds satisfying texture making each bite delightful experience
Portland,Siri Indian Cuisine,2023-08-23T16:00:26.000Z,2023-08-23T18:16:03.000Z,completed,Tamarind Rice,1.0,,,,11.0,68.27,USD,"{'cuisine', 'siri', 'indian'}",tamarind rice,,tamarind rice,"Tamarind rice offers a tangy and slightly sweet flavor, complemented by the earthy aroma of spices like cumin and mustard seeds, while its texture is delightfully fluffy and slightly sticky, making each bite a satisfying experience.",,,tamarind rice offers tangy and slightly sweet flavor complemented by the earthy aroma of spices like cumin and mustard seeds while its texture is delightfully fluffy and slightly sticky making each bite satisfying experience
Portland,Jack in the Box (4242 Se 82Nd Ave),2023-08-17T00:47:38.000Z,2023-08-17T01:07:31.000Z,completed,Jumbo Egg Rolls (3),1.0,"Add Spicy Good Good Sauce , Add Creamy Avocado Lime",0.0,,7.24,24.69,USD,"{'box', 'jack', 'the', 'ave'}",egg rolls,good sauce avocado lime,egg rolls good sauce avocado lime,"These jumbo egg rolls offer a delightful crunch with their crispy, golden wrappers, filled with a savory blend of vegetables that provide a satisfying umami taste, while the fresh aroma of lime and avocado adds a zesty, herbal note, making each bite a flavorful and texturally pleasing experience.",,,these egg rolls offer delightful crunch with their crispy golden wrappers filled with savory blend of vegetables that provide satisfying umami taste while fresh aroma of lime and avocado adds zesty herbal note making each bite flavorful and texturally pleasing experience
Portland,Jack in the Box (4242 Se 82Nd Ave),2023-08-17T00:47:38.000Z,2023-08-17T01:07:31.000Z,completed,Spicy Crispy Jack Wrap,1.0,Extra Shredded Cheese,0.75,,4.11,24.69,USD,"{'box', 'jack', 'the', 'ave'}",spicy crispy wrap,cheese,spicy crispy wrap cheese,"The Spicy Crispy Jack Wrap features a tantalizing blend of spicy flavors that ignite the palate, complemented by a warm, herby aroma from the seasoned ingredients, all wrapped in a crispy, golden exterior that provides a satisfying crunch with each bite.",,,spicy crispy wrap features tantalizing blend of spicy flavors that ignite palate complemented by warm herby aroma from seasoned ingredients all wrapped crispy golden exterior that provides satisfying crunch with each bite
Portland,Jack in the Box (4242 Se 82Nd Ave),2023-08-17T00:47:38.000Z,2023-08-17T01:07:31.000Z,completed,Large FUZE® Iced Tea,1.0,Raspberry Peach,0.0,,3.74,24.69,USD,"{'box', 'jack', 'the', 'ave'}",fuze iced tea,raspberry peach,fuze iced tea raspberry peach,"This Large FUZE® Iced Tea offers a refreshing blend of sweet raspberry and peach flavors, complemented by a fruity, floral aroma that invigorates the senses, while its smooth, chilled texture provides a satisfying sip that is both crisp and revitalizing.",,,this fuze iced tea offers refreshing blend of sweet raspberry and peach flavors complemented by fruity floral aroma that invigorates senses while its smooth chilled texture provides satisfying sip that is both crisp and revitalizing
Portland,Taco Bell (3908 SE 82nd Ave),2023-08-09T01:44:12.000Z,2023-08-09T02:14:35.000Z,completed,Shredded Beef Grilled Cheese Dipping Taco,1.0,Potatoes,0.61,,4.75,21.29,USD,"{'taco', 'bell', 'ave'}",shredded beef grilled cheese dipping,potatoes,shredded beef grilled cheese dipping potatoes,"This Shredded Beef Grilled Cheese Dipping Taco features savory, tender beef enveloped in a crispy, golden tortilla, exuding a warm, cheesy aroma, while the rich, umami flavors are complemented by a hint of smoky undertones, creating a satisfying, gooey texture that invites you to dip into a zesty sauce.",,,this shredded beef grilled cheese dipping features savory tender beef enveloped crispy golden tortilla exuding warm cheesy aroma while the rich umami flavors are complemented by hint of smoky undertones creating satisfying gooey texture that invites you to dip into zesty sauce
Portland,Farina Bakery,2023-08-08T16:41:56.000Z,2023-08-08T17:16:40.000Z,completed,LIMITED TIME Passionfruit Macaron,1.0,,,,3.5,35.18,USD,"{'farina', 'bakery'}",limited time passionfruit macaron,,limited time passionfruit macaron,"The limited time passionfruit macaron from Farina Bakery offers a delightful balance of sweet and tangy flavors, complemented by a floral aroma that evokes tropical bliss, while its delicate, airy texture melts in your mouth, creating a truly indulgent experience.",,,the limited time passionfruit macaron from offers delightful balance of sweet and tangy flavors complemented by floral aroma that evokes tropical bliss while its delicate airy texture melts your mouth creating truly indulgent experience
Portland,Farina Bakery,2023-08-08T16:41:56.000Z,2023-08-08T17:16:40.000Z,completed,Chocolate Raspberry Cupcake,1.0,,,,5.99,35.18,USD,"{'farina', 'bakery'}",chocolate raspberry cupcake,,chocolate raspberry cupcake,"This Chocolate Raspberry Cupcake features a rich, bittersweet chocolate flavor complemented by a tart raspberry aroma, while its texture is delightfully moist and tender, creating a decadent treat that melts in your mouth.",,,this chocolate raspberry cupcake features rich bittersweet chocolate flavor complemented by tart raspberry aroma while its texture is delightfully moist and tender creating decadent treat that melts your mouth
Portland,Farina Bakery,2023-08-08T16:41:56.000Z,2023-08-08T17:16:40.000Z,completed,LIMITED TIME Cream Cheese Macaron,1.0,,,,3.5,35.18,USD,"{'farina', 'bakery'}",limited time cream cheese macaron,,limited time cream cheese macaron,"This limited-time cream cheese macaron offers a delightful balance of sweet and tangy flavors, complemented by a rich, creamy aroma that hints at its decadent filling, while its delicate, airy texture provides a satisfying melt-in-your-mouth experience.",,,this limited time cream cheese macaron offers delightful balance of sweet and tangy flavors complemented by rich creamy aroma that hints at its decadent filling while its delicate airy texture provides satisfying melt your mouth experience
Portland,Farina Bakery,2023-08-08T16:41:56.000Z,2023-08-08T17:16:40.000Z,completed,SUMMER Seasonal Flavor: Strawberry Cheesecake Macaron,1.0,,,,3.5,35.18,USD,"{'farina', 'bakery'}",summer seasonal flavor strawberry cheesecake macaron,,summer seasonal flavor strawberry cheesecake macaron,"This summer seasonal strawberry cheesecake macaron offers a delightful balance of sweet and tangy flavors, with a fresh, fruity aroma reminiscent of ripe strawberries, while its delicate, airy texture provides a satisfying crunch that gives way to a creamy filling, making it a perfect treat for warm days.",,,this summer seasonal strawberry cheesecake macaron offers delightful balance of sweet and tangy flavors with fresh fruity aroma reminiscent of ripe strawberries while its delicate airy texture provides satisfying crunch that gives way to creamy filling making it perfect treat warm days
Portland,Farina Bakery,2023-08-08T16:41:56.000Z,2023-08-08T17:16:40.000Z,completed,Vanilla Almond Raspberry Cake Slice,1.0,,,,9.99,35.18,USD,"{'farina', 'bakery'}",vanilla almond raspberry cake slice,,vanilla almond raspberry cake slice,"This slice of vanilla almond raspberry cake offers a delightful balance of sweet and tangy flavors, with the warm, nutty aroma of toasted almonds and the bright scent of fresh raspberries; its texture is light and airy, complemented by a moist crumb that melts in your mouth.",,,this slice of vanilla almond raspberry cake offers delightful balance of sweet and tangy flavors with the warm nutty aroma of toasted almonds and the bright scent of fresh raspberries its texture is airy complemented by moist crumb that melts your mouth
Portland,Flavours Of India,2023-08-07T20:37:08.000Z,2023-08-07T21:18:59.000Z,completed,Mint Chutney (small side order),1.0,,,,0.99,72.39,USD,"{'india', 'flavours'}",mint chutney,,mint chutney,"This vibrant mint chutney offers a refreshing taste with its tangy and slightly sweet notes, complemented by a fragrant, herby aroma that evokes fresh garden herbs, while its smooth, silky texture makes it a delightful accompaniment to various dishes.",,,this vibrant mint chutney offers refreshing taste with its tangy and slightly sweet notes complemented by fragrant herby aroma that evokes fresh garden herbs while its smooth silky texture makes it delightful accompaniment to various dishes
Portland,Flavours Of India,2023-08-07T20:37:08.000Z,2023-08-07T21:18:59.000Z,completed,Tamarind Chutney (small side order),1.0,,,,0.99,72.39,USD,"{'india', 'flavours'}",tamarind chutney,,tamarind chutney,"This tamarind chutney offers a tangy sweetness that tantalizes the palate, complemented by a warm, earthy aroma that hints at spices. Its smooth, velvety texture glides effortlessly, making it a perfect accompaniment to enhance the flavors of savory dishes or as a dip for crispy snacks.",,,this tamarind chutney offers tangy sweetness that tantalizes the palate complemented by warm earthy aroma that hints at spices its smooth velvety texture glides effortlessly making it perfect accompaniment to enhance the flavors of savory dishes or as dip crispy snacks
Portland,McDonald's® (Portland/82Nd),2023-08-07T03:35:17.000Z,2023-08-07T03:50:42.000Z,canceled,Hot and Spicy McChicken,1.0,"Shredded Lettuce, Regular Bun, Mayonnaise, Ketchup",0.0,,3.69,0.0,USD,"{'portland', 'mcdonald'}",hot and spicy mcchicken,shredded lettuce bun mayonnaise ketchup,hot and spicy mcchicken shredded lettuce bun mayonnaise ketchup,"The Hot and Spicy McChicken features a crispy, juicy chicken patty that delivers a satisfying heat, complemented by the tangy aroma of mayonnaise and ketchup, all nestled in a soft bun with a refreshing crunch from shredded lettuce.",,,the hot and spicy mcchicken features crispy juicy chicken patty that delivers satisfying heat complemented by the tangy aroma of mayonnaise and ketchup all nestled soft bun with refreshing crunch from shredded lettuce
Portland,McDonald's® (Portland/82Nd),2023-08-07T03:35:17.000Z,2023-08-07T03:50:42.000Z,canceled,Quarter Pounder with Cheese,1.0,"Substitute Mac Sauce, Mustard, Well Done, Salt, Slivered Onions, 1/4 Lb Beef, Ketchup, Sesame Seed Bun, Pickle",0.0,,5.59,0.0,USD,"{'portland', 'mcdonald'}",quarter pounder with cheese,substitute mac sauce mustard well done salt slivered onions beef ketchup sesame seed bun pickle,quarter pounder with cheese substitute mac sauce mustard well done salt slivered onions beef ketchup sesame seed bun pickle,"This Quarter Pounder with Cheese features a savory, well-seasoned beef patty that delivers a juicy umami punch, complemented by the tangy aroma of slivered onions and pickles, all nestled in a soft, sesame seed bun that adds a delightful, slightly crunchy texture.",,,this quarter pounder with cheese features savory well seasoned beef patty that delivers juicy umami punch complemented by the tangy aroma of slivered onions and pickles all nestled soft sesame seed bun that adds delightful slightly crunchy texture
Portland,Tambayan,2023-08-06T15:44:45.000Z,2023-08-06T16:20:39.000Z,completed,Pancit Bihon,1.0,,,,15.0,42.68,USD,{'tambayan'},pancit bihon,,pancit bihon,"Pancit Bihon features a savory blend of umami-rich soy sauce and tender rice noodles, enveloped in a warm, earthy aroma of sautéed vegetables and garlic, while the dish's texture offers a delightful chewiness complemented by crisp, fresh garnishes, making it a satisfying and flavorful experience.",,,pancit bihon features savory blend of umami rich soy sauce and tender rice noodles enveloped warm earthy aroma of sauteed vegetables and garlic while the dish texture offers delightful chewiness complemented by crisp fresh garnishes making it satisfying and flavorful experience
Portland,Tita’s Kitchen - Peruvian Food,2023-08-06T15:30:09.000Z,2023-08-06T15:33:04.000Z,canceled,Rocoto Hot Sauce,1.0,,,,1.0,0.0,USD,"{'tita', 'food', 'peruvian', 'kitchen'}",rocoto hot sauce,,rocoto hot sauce,"This Rocoto Hot Sauce delivers a fiery heat with a tangy kick, complemented by the earthy aroma of roasted peppers and herbs, while its smooth, velvety texture clings beautifully to grilled meats or vegetables, enhancing each bite with a burst of flavor.",,,this rocoto hot sauce delivers fiery heat with tangy kick complemented by the earthy aroma of roasted peppers and herbs while its smooth velvety texture clings beautifully to grilled meats or vegetables enhancing each bite with burst of flavor
Portland,Burgerville #41 - 92nd + Powell,2023-08-04T18:43:14.000Z,2023-08-04T19:08:09.000Z,completed,Wild Alaskan Halibut Pieces,1.0,"Garlic Aioli, 3 Pieces, Chipotle Mayo",0.0,,13.51,40.87,USD,"{'burgerville', 'powell'}",wild alaskan halibut pieces,garlic aioli pieces chipotle mayo,wild alaskan halibut pieces garlic aioli pieces chipotle mayo,"The Wild Alaskan Halibut pieces offer a succulent, flaky texture that melts in your mouth, complemented by a savory, slightly smoky aroma from the chipotle mayo, while the garlic aioli adds a rich, umami taste that balances the dish beautifully.",,,the wild alaskan halibut pieces offer succulent flaky texture that melts your mouth complemented by savory slightly smoky aroma from the chipotle mayo while the garlic aioli adds rich umami taste that balances the dish beautifully
Portland,Starbucks (FuBonn Shopping Center- Portland),2023-07-27T11:36:27.000Z,2023-07-27T11:54:49.000Z,completed,Mocha Frappuccino® Blended Beverage,1.0,Grande Mocha Frappuccino® Blended Beverage,0.7,,5.75,55.0,USD,"{'shopping', 'portland', 'center', 'starbucks', 'fubonn'}",mocha frappuccino blended beverage,grande mocha frappuccino blended beverage,mocha frappuccino blended beverage grande mocha frappuccino blended beverage,"This Mocha Frappuccino offers a delightful balance of sweet chocolate and rich coffee flavors, complemented by a creamy, velvety texture that invites indulgence, while the enticing aroma of roasted coffee beans and hints of cocoa create an inviting experience, making it a perfect treat for any time of day.",,,this mocha frappuccino offers delightful balance of sweet chocolate and rich coffee flavors complemented by creamy velvety texture that invites indulgence while the enticing aroma of roasted coffee beans and hints of cocoa create an inviting experience making it perfect treat any time of day
Portland,Burgerville #41 - 92nd + Powell,2023-07-26T19:00:06.000Z,2023-07-26T19:23:36.000Z,completed,The No. 6 Burger,1.0,"Add Toppings, Customize It, Add Cheese, Ketchup, Add Burgerville Spread, Add Chipotle Mayo, Add Grilled Red Onion, Add Pickles, Add Sauce",0.0,,8.99,43.4,USD,"{'burgerville', 'powell'}",the no burger,customize it ketchup spread mayo red onion,the no burger customize it ketchup spread mayo red onion,"The No. 6 Burger features a juicy, savory patty that balances the tangy aroma of red onion with a creamy, smooth mayo and zesty ketchup spread, all nestled in a soft, flaky bun that adds a delightful texture to each bite.",,,the no burger features juicy savory patty that balances the tangy aroma of red onion with creamy smooth mayo and zesty ketchup spread all nestled soft flaky bun that adds delightful texture to each bite
Portland,Burgerville #41 - 92nd + Powell,2023-07-26T19:00:06.000Z,2023-07-26T19:23:36.000Z,completed,Walla Walla Onion Rings,1.0,Sweet & Spicy,0.0,,6.49,43.4,USD,"{'burgerville', 'powell'}",walla onion rings,sweet and spicy,walla onion rings sweet and spicy,"These Walla Walla onion rings deliver a sweet and spicy flavor profile, enhanced by a warm, earthy aroma that invites you in, while their crispy, crackly texture provides a satisfying crunch with each bite, making them an irresistible side at Burgerville #41.",,,these walla onion rings deliver sweet and spicy flavor profile enhanced by warm earthy aroma that invites you while their crispy crackly texture provides satisfying crunch with each bite making them an irresistible at
Portland,Fat Cupcake,2023-07-25T11:35:48.000Z,2023-07-25T11:57:27.000Z,completed,Pretty In Pink,2.0,Little,2.75,,0.0,21.32,USD,"{'fat', 'cupcake'}",pretty pink,little,pretty pink little,"This delightful dessert features a sweet, honeyed flavor complemented by a floral aroma, while its texture is light and airy, creating a whimsical experience that is both visually appealing and satisfying to the palate.",,,this delightful features sweet honeyed flavor complemented by floral aroma while its texture is airy creating whimsical experience that is both visually appealing and satisfying to the palate
Portland,Monster Tea House,2023-07-23T20:05:50.000Z,2023-07-23T20:24:08.000Z,completed,Mango Fresh Tea,2.0,Sea Cream,1.0,,5.5,20.82,USD,"{'tea', 'monster', 'house'}",mango fresh,sea cream,mango fresh sea cream,"This refreshing Mango Fresh Tea offers a sweet and tangy taste, complemented by a fruity aroma reminiscent of ripe tropical mangoes, while its smooth, velvety texture makes each sip a delightfully soothing experience, perfect for a warm day in Portland.",,,this refreshing mango fresh offers sweet and tangy taste complemented by fruity aroma reminiscent of ripe tropical mangoes while its smooth velvety texture makes each sip delightfully soothing experience perfect warm day portland
Portland,Burgerville #42 - Cleveland HS/25th & Powell,2023-07-22T14:46:01.000Z,2023-07-22T15:36:49.000Z,completed,Classic Fries - Large,2.0,"Garlic Aioli, Chipotle Mayo",0.3,,4.29,36.96,USD,"{'burgerville', 'cleveland', 'powell'}",classic fries,garlic aioli chipotle mayo,classic fries garlic aioli chipotle mayo,"These classic fries are golden and crispy, delivering a satisfying crunch with each bite, while their savory taste is enhanced by the earthy aroma of garlic aioli and the smoky heat of chipotle mayo, creating a delightful balance of flavors.",,,these classic fries are golden and crispy delivering satisfying crunch with each bite while their savory taste is enhanced by the earthy aroma of garlic aioli and the smoky heat of chipotle mayo creating delightful balance of flavors
Portland,Burgerville #42 - Cleveland HS/25th & Powell,2023-07-22T14:46:01.000Z,2023-07-22T15:36:49.000Z,completed,Hazelnut Chocolate Shake,2.0,Ice Cream Milkshake,0.0,,0.0,36.96,USD,"{'burgerville', 'cleveland', 'powell'}",hazelnut chocolate shake,ice cream milkshake,hazelnut chocolate shake ice cream milkshake,"This indulgent hazelnut chocolate shake offers a rich, sweet flavor complemented by a nutty aroma, while its creamy, velvety texture creates a luxurious mouthfeel, making it a delightful treat perfect for satisfying your dessert cravings.",,,this indulgent hazelnut chocolate shake offers rich sweet flavor complemented by nutty aroma while its creamy velvety texture creates luxurious mouthfeel making it delightful treat perfect satisfying your cravings
Portland,Taco Bell (3908 SE 82nd Ave),2023-07-21T23:24:20.000Z,2023-07-21T23:41:07.000Z,completed,Creamy Chipotle Crispy Chicken Taco,2.0,Seasoned Rice,0.37,,4.01,26.96,USD,"{'taco', 'bell', 'ave'}",creamy chipotle crispy chicken,seasoned rice,creamy chipotle crispy chicken seasoned rice,"This creamy chipotle crispy chicken taco offers a delightful balance of spicy heat and savory umami, enhanced by a smoky aroma that invites indulgence; the tender chicken is enveloped in a crispy shell, creating a satisfying crunch that complements the rich, velvety sauce, making each bite a flavorful experience.",,,this creamy chipotle crispy chicken offers delightful balance of spicy heat and savory umami enhanced by smoky aroma that invites indulgence the tender chicken is enveloped crispy shell creating satisfying crunch that complements the rich velvety sauce making each bite flavorful experience
Portland,Taco Bell (3908 SE 82nd Ave),2023-07-21T23:24:20.000Z,2023-07-21T23:41:07.000Z,completed,Brisk® Dragon Paradise™ Sparkling Iced Tea,1.0,Medium Brisk® Dragon Paradise™ Sparkling Iced Tea,0.12,,3.04,26.96,USD,"{'taco', 'bell', 'ave'}",brisk dragon paradise sparkling iced tea,brisk dragon paradise sparkling iced tea,brisk dragon paradise sparkling iced tea brisk dragon paradise sparkling iced tea,,,,
Portland,Namaste Indian Cuisine (Weidler),2023-07-18T14:01:01.000Z,2023-07-18T14:46:42.000Z,completed,Dal Curry,1.0,,,,15.0,79.65,USD,"{'weidler', 'cuisine', 'namaste', 'indian'}",dal curry,,dal curry,"This dal curry offers a savory, umami-rich flavor profile, enhanced by earthy, roasted spices that fill the air with warmth; its creamy, velvety texture pairs beautifully with tender lentils, creating a comforting dish that is both hearty and satisfying.",,,this dal curry offers savory umami rich flavor profile enhanced by earthy roasted spices that fill the air with warmth its creamy velvety texture pairs beautifully with tender lentils creating comforting dish that is both hearty and satisfying
Portland,Sushi Yummy and Chinese Restaurant,2023-07-12T12:35:14.000Z,2023-07-12T13:02:36.000Z,completed,Spring Rolls (4pc),1.0,,,,6.5,0.0,USD,"{'sushi', 'and', 'restaurant', 'chinese', 'yummy'}",spring rolls,,spring rolls,"These spring rolls offer a delightful crunch with their crispy, golden wrappers, while the fresh vegetables inside provide a subtly sweet and tangy flavor, complemented by a fragrant, herby aroma that hints at basil and mint, making each bite a refreshing and satisfying experience.",,,these spring rolls offer delightful crunch with their crispy golden wrappers while the fresh vegetables inside provide subtly sweet tangy flavor complemented by fragrant herby aroma that hints at basil mint making each bite refreshing satisfying experience
Portland,Sushi Yummy and Chinese Restaurant,2023-07-12T12:35:14.000Z,2023-07-12T13:02:36.000Z,completed,🌶️ Szechuan Style Spicy and Crispy Prawn,1.0,,,,16.95,0.0,USD,"{'sushi', 'and', 'restaurant', 'chinese', 'yummy'}",szechuan style spicy crispy prawn,,szechuan style spicy crispy prawn,"The Szechuan Style Spicy and Crispy Prawn offers a tantalizing blend of fiery heat and savory umami, complemented by a fragrant, earthy aroma of toasted spices, while the prawns deliver a satisfyingly crunchy texture that contrasts beautifully with their succulent, juicy meat.",,,the szechuan style spicy crispy prawn offers tantalizing blend of fiery heat savory umami complemented by fragrant earthy aroma of toasted spices while the prawns deliver satisfyingly crunchy texture that contrasts beautifully with their succulent juicy meat
Portland,Burgerville #41 - 92nd + Powell,2023-07-11T13:39:36.000Z,2023-07-11T14:00:45.000Z,completed,Portland Cold Brew Shake,1.0,Shot of Holy Kakow Chocolate,0.5,,0.0,57.73,USD,"{'burgerville', 'powell'}",portland cold brew shake,shot of holy kakow chocolate,portland cold brew shake shot of holy kakow chocolate,"This Portland Cold Brew Shake offers a rich, bittersweet taste enhanced by the deep, roasted aroma of coffee and chocolate, while its creamy, velvety texture invites indulgence with every sip, making it a delightful treat for coffee lovers.",,,this portland cold brew shake offers rich bittersweet taste enhanced by the deep roasted aroma of coffee and chocolate while its creamy velvety texture invites indulgence with every sip making it delightful treat coffee lovers
Portland,Black Bear Diner (3737 SE 82nd Avenue),2023-07-03T13:14:32.000Z,2023-07-03T13:51:59.000Z,completed,Stuffed Blackberry French Toast,1.0,,0.0,,14.59,55.77,USD,"{'diner', 'avenue', 'black', 'bear'}",stuffed blackberry french toast,,stuffed blackberry french toast,"This stuffed blackberry French toast offers a delightful balance of sweet and tangy flavors, complemented by the warm, fruity aroma of ripe blackberries, while its crispy exterior gives way to a tender, custardy interior, creating a satisfying contrast in texture that makes each bite a comforting indulgence.",,,this stuffed blackberry french toast offers delightful balance of sweet and tangy flavors complemented by the warm fruity aroma of ripe blackberries while its crispy exterior gives way to tender custardy interior creating satisfying contrast texture that makes each bite comforting indulgence
Portland,Subway (4328 SE 82nd Ave),2023-07-03T03:02:56.000Z,2023-07-03T03:24:43.000Z,completed,"Bacon, Egg & Cheese",1.0,"Artisan Flatbread, Creamy Sriracha, 2X Pepper Jack, Italian Herbs & Cheese, 6'', Baja Chipotle , 2X American Cheese",0.0,,6.89,25.1,USD,"{'subway', 'ave'}",bacon egg and cheese,artisan flatbread creamy sriracha pepper jack italian herbs and cheese baja chipotle american cheese,bacon egg and cheese artisan flatbread creamy sriracha pepper jack italian herbs and cheese baja chipotle american cheese,"This artisan flatbread features a savory blend of crispy bacon and creamy, spicy sriracha, complemented by the nutty aroma of pepper jack and Italian herbs, all enveloped in a warm, gooey texture that melts in your mouth, creating a delightful balance of salty and spicy flavors.",,,this artisan flatbread features savory blend of crispy bacon and creamy spicy sriracha complemented by the nutty aroma of pepper jack and italian herbs all enveloped warm gooey texture that melts your mouth creating delightful balance of salty and spicy flavors
Portland,Popeyes (8111 SE Foster Rd),2023-07-01T23:50:40.000Z,2023-07-02T00:12:40.000Z,completed,Strawberry Biscuit,1.0,,,,2.39,24.64,USD,"{'foster', 'popeyes'}",strawberry biscuit,,strawberry biscuit,"This strawberry biscuit offers a delightful balance of sweet and tangy flavors, complemented by a warm, fruity aroma that evokes fresh berries, while its flaky, tender texture provides a satisfying bite, making it a perfect treat for any time of day.",,,this strawberry biscuit offers delightful balance of sweet and tangy flavors complemented by warm fruity aroma that evokes fresh berries while its flaky tender texture provides satisfying bite making it perfect treat any time of day
